game,loss_red,loss_blue,win_rate,weights_red,weights_blue
138,-86328.21875,-87129.734375,,"[0.6701922057252819, 0.30522318050987457, 0.8415244781551885, 0.35163350848419994]","[0.14571344909478648, 0.6143876437162844, 0.9553707156799061, 0.26174816223505903]"
139,-60589.69921875,-61142.125,,"[0.6327631301064972, 0.3696619828207165, 0.9605638025671432, 0.3085023310741146]","[0.18650943885169713, 0.577026107249097, 0.8297756595112806, 0.3744123396635132]"
140,-65382.26953125,-64123.62890625,,"[0.6030470920547154, 0.27507598689781393, 0.8842629802249523, 0.2856149073840736]","[0.10048292791793101, 0.5659641791175603, 0.9130298329918932, 0.3068730605359014]"
141,-64589.73828125,-63296.328125,,"[0.6110833543260124, 0.34425601050529253, 0.8355993647992974, 0.326265951912708]","[0.0792371854531696, 0.634574781459978, 0.8758411435951508, 0.3420535571854624]"
142,-80043.0546875,-78419.28125,,"[0.6717904895462585, 0.34384668595836704, 0.9129836811829195, 0.2662378376159596]","[0.10870441370398572, 0.5788093557495156, 0.8544944450564242, 0.31997741569055665]"
143,-88041.1875,-86285.8203125,,"[0.6598253831509752, 0.3759337654811013, 0.8375171945200214, 0.2592184515467036]","[0.13795975427844331, 0.5820455793173355, 0.9323159967121697, 0.257230105629294]"
144,-102823.2265625,-100590.2265625,,"[0.6200979068818094, 0.3082105138866355, 0.8741292367231253, 0.29488330205256]","[0.04563130381736326, 0.5946102821276262, 0.8613173848423648, 0.2753446767911797]"
145,-122600.8671875,-119987.28125,,"[0.5515585470521198, 0.38545986802503174, 0.856301553851595, 0.3296524845503019]","[0.11316952393579395, 0.5406971853634444, 0.8962294382761865, 0.38153009646560765]"
146,-123009.171875,-120527.546875,,"[0.6159849326372885, 0.29950108430180855, 0.9079894129275016, 0.2999526022250446]","[0.15136518972416552, 0.5915783853983398, 1.0, 0.3468047887356214]"
147,-120146.7421875,-117766.703125,,"[0.6784727265023338, 0.28979834313642394, 0.8732761654337181, 0.2655329587745048]","[0.23684006797629498, 0.5894620096900847, 0.8936883427947355, 0.3908063933799313]"
148,-114366.8125,-112054.3125,,"[0.6295292178950234, 0.30410534568651415, 0.8691436266901347, 0.2671824686204527]","[0.1403455111871993, 0.5682569023199491, 0.9189952777847068, 0.36227493053499293]"
149,-122086.765625,-119504.8046875,,"[0.6319029166874915, 0.3429487218151077, 0.9076916973139546, 0.33376343168515005]","[0.1725571218663178, 0.617341706219698, 0.878785827527471, 0.2884069640881202]"
150,-162911.078125,-159057.984375,0.7066666666195556,"[0.6566151632451964, 0.30210001144252613, 0.8832130160916827, 0.3516333981804085]","[0.07631434763091977, 0.6519234161495326, 0.9243373429915482, 0.3231677137819576]"
151,-185144.84375,-181098.375,,"[0.6590932530533294, 0.291846303900345, 0.91531909455339, 0.2982277777490559]","[0.18032095819627939, 0.692313572124724, 0.9225439349764759, 0.36868286521365234]"
152,-214316.84375,-208871.46875,,"[0.6733168430007526, 0.3431512395896538, 0.8749983662506026, 0.2568066504536252]","[0.11827634018705092, 0.6348762324211118, 0.8737998988960416, 0.2747530763064838]"
153,-251675.09375,-245944.203125,,"[0.6783842447673375, 0.31870824053652297, 0.8612244755592895, 0.2853108082041595]","[0.1424265458488592, 0.6730045233145381, 0.85090132071636, 0.36719519774567677]"
154,-272122.25,-265772.75,,"[0.6492817248230685, 0.33556020633242384, 0.9198816885587974, 0.2664258080071555]","[0.09905609700226767, 0.6048547104825709, 0.9266578745970389, 0.3533755833343157]"
155,-224452.09375,-226252.34375,,"[0.592018637494772, 0.35481468987416703, 0.9031427786465048, 0.2801596364933296]","[0.05851863275510587, 0.5828602059455965, 0.9240322885792236, 0.3219973128951579]"
156,-245598.921875,-240042.359375,,"[0.6698331716770538, 0.33973366743293687, 0.8748241661517757, 0.22973232198615495]","[0.12555901545480785, 0.6240370134598392, 0.9202951934017224, 0.2664325938256718]"
157,-246702.78125,-241444.421875,,"[0.6297041458310131, 0.4202599960735167, 0.8919473716299178, 0.27061853592099494]","[0.07198480661082714, 0.6422500433499791, 0.8703027961120692, 0.3556284031588552]"
158,-218103.671875,-219805.96875,,"[0.5883976652028788, 0.36544652757170853, 0.9710156412986992, 0.3561205347258658]","[0.1300988883210628, 0.6574524895674339, 0.8962030473845617, 0.2799805845324348]"
159,-221993.578125,-216725.28125,,"[0.6170242266049634, 0.312903837392043, 0.8866877041430634, 0.2579815236367419]","[0.0892558585372775, 0.6068935534659893, 0.8442680401042566, 0.321659878788037]"
160,-223468.328125,-218656.75,,"[0.6379463376336557, 0.3295397319920613, 0.8196402772453814, 0.28928518103669837]","[0.1933855854434505, 0.6197609906466874, 0.9903029249979164, 0.32211895782021976]"
161,-221893.21875,-216811.109375,,"[0.6277221900200154, 0.32060132096612565, 0.9472648221923459, 0.21318683350546305]","[0.07516511706826472, 0.5720015566973462, 0.8765785354409434, 0.2930521095184007]"
162,-216866.421875,-212176.828125,,"[0.7490461197364302, 0.334763231788805, 0.847177071590379, 0.34219354668430957]","[0.12938370092641907, 0.6255223895900062, 0.8449048599996101, 0.2324940510911039]"
163,-167705.03125,-168970.40625,,"[0.6905494551553517, 0.3594780673384869, 0.9009254291875823, 0.24734092408012837]","[0.12427094041151658, 0.641505411251408, 0.9242150854995606, 0.3371450550988387]"
164,-187058.515625,-182558.765625,,"[0.61388936327513, 0.34875744605888537, 0.9349028987496398, 0.28193057441354347]","[0.0750781151718645, 0.6718527696064488, 0.9122454162803194, 0.383683628516339]"
165,-213855.25,-209002.90625,,"[0.7183033624811385, 0.4592710299874291, 0.9872288954754569, 0.34133110257973964]","[0.09631200021354028, 0.6708427007513146, 0.8573827125861945, 0.22351319450269952]"
166,-241253.796875,-235418.953125,,"[0.6544015023006028, 0.387787917369507, 0.9583109397682468, 0.3416051957059723]","[0.19175479449047605, 0.6684187502172148, 0.906004810601022, 0.34220590761691166]"
167,-242277.203125,-236948.75,,"[0.6302934757031213, 0.2928262486526961, 0.9568432116108172, 0.28465797433483403]","[0.1773814132247021, 0.585971501809371, 0.868115267049009, 0.39636958566508956]"
168,-233944.25,-228790.96875,,"[0.6178686450478088, 0.3812444246777324, 0.8112004102848365, 0.26458969423774564]","[0.12692384482412963, 0.6148659077667354, 0.916496527653656, 0.24591333045073888]"
169,-206204.453125,-207671.484375,,"[0.5850169984423892, 0.3143558065769256, 0.9518614181657585, 0.25131410460661924]","[0.1032448360235392, 0.6281291473795855, 0.9652575510417523, 0.34680051972154274]"
170,-203549.375,-198949.828125,,"[0.6840962800557194, 0.38221398829458236, 0.9139181414790654, 0.29294044606933867]","[0.07217641422661131, 0.6225458690314875, 0.9279936871427324, 0.39359768331720246]"
171,-181095.5,-182359.046875,,"[0.6659824842304458, 0.3878134224941859, 0.9686803233605646, 0.39813983942143155]","[0.032242493877649284, 0.6452713297377856, 0.8707723341141566, 0.3889612671274851]"
172,-171195.46875,-167447.234375,,"[0.6681520660705726, 0.3373363948765567, 0.9279191295124818, 0.24973845085826618]","[0.05666522727274428, 0.623028237256962, 0.8868354435804189, 0.3645612418822517]"
173,-126926.0390625,-127789.171875,,"[0.7203013695636336, 0.32694822433618814, 0.9426644544203802, 0.31758892556487345]","[0.2007685003824956, 0.5425083501248078, 0.9218507991445561, 0.3466410537851453]"
174,-72623.9453125,-73113.1171875,,"[0.6763250293504369, 0.33578216066489136, 0.9277366506009824, 0.27186091264709394]","[0.11855930867369893, 0.6639240418774265, 0.8997676056163663, 0.27298586228202987]"
175,-60801.9453125,-61209.04296875,,"[0.6879870706427207, 0.35208373558123623, 0.9800922463521805, 0.26387981396124033]","[0.14126932168811773, 0.5414329482582454, 0.8433911023583399, 0.28876775325108067]"
176,-118497.1640625,-115373.546875,,"[0.6923202558770405, 0.26452103904792024, 0.9522658448872627, 0.30433414522086244]","[0.12004949760725417, 0.6056692229453641, 0.9236320379693078, 0.2985035039413551]"
177,-153180.46875,-149517.578125,,"[0.6699379691357199, 0.31575669136230267, 0.9326093026137987, 0.2293707230898301]","[0.25548461413275414, 0.623182708999508, 0.9273254059372026, 0.3031997482957889]"
178,-91547.78125,-92145.296875,,"[0.6749808945518943, 0.43138652378069986, 0.8949906431820328, 0.29804367403668214]","[0.037970209575155955, 0.6085206630659787, 0.9673378250371126, 0.3294380353973831]"
179,-125169.6796875,-122050.125,,"[0.6241832934595254, 0.3340674806081879, 0.8954300265769354, 0.369351846203413]","[0.08034415376514109, 0.6160732444767619, 0.9466975816004303, 0.3050534045733403]"
180,-131444.375,-128503.4296875,,"[0.6151170759784091, 0.38251648619520484, 0.8610283784612562, 0.3322837145776273]","[0.20199919408340128, 0.5641953995638243, 0.9111581249530079, 0.33683064434561844]"
181,-132648.40625,-129612.8828125,,"[0.5835227673390663, 0.32020860114140004, 0.9148070365558952, 0.2762067551053949]","[0.11438696156017963, 0.625814671253804, 0.9278216002416196, 0.3114271088134219]"
182,-93052.1640625,-93641.1640625,,"[0.6903730037113894, 0.29484747130855926, 0.8947106704469414, 0.2900378216170102]","[0.0736021125382347, 0.680050928420959, 0.8968751813205846, 0.31711399735522067]"
183,-60750.375,-61125.31640625,,"[0.6429305832600954, 0.3180644147891782, 0.9853586553116063, 0.27200001497830345]","[0.12200558383809725, 0.5862178650119203, 0.8980704557632916, 0.3286496968265212]"
184,-84413.71875,-82367.15625,,"[0.6532722533070203, 0.3334429472113005, 0.9524599375304318, 0.2732007683065222]","[0.13999248964462077, 0.6454855754927384, 0.9718702372201935, 0.42026588451122693]"
185,-115952.390625,-113174.734375,,"[0.6611148915368955, 0.2742507960411047, 0.8750434946780744, 0.25688145439214494]","[0.11060913233122112, 0.655385950412224, 0.8524636067861268, 0.3978015323551104]"
186,-101143.8359375,-101770.328125,,"[0.696896442674061, 0.3316199765680547, 0.927296714180101, 0.2667129180318134]","[0.10470601127078885, 0.5893939688728925, 0.9048871384666134, 0.3341051997755896]"
187,-118348.0234375,-115513.4765625,,"[0.6177775320192035, 0.39940447790785866, 0.8837629509225866, 0.2945129270917975]","[0.06088467562055773, 0.6549531846077579, 0.8951484256887311, 0.3438473339110669]"
188,-153938.125,-150011.5,,"[0.6348867752268142, 0.2827370182496166, 0.8888385606041532, 0.193224207046427]","[0.07638935838419597, 0.679677250743615, 0.941044236516885, 0.3449528035755626]"
189,-168073.140625,-164223.890625,,"[0.6156085714431854, 0.37809360138829334, 0.7915675956716207, 0.3283303417705528]","[0.14062925878507598, 0.6172994070366531, 0.8732122942228946, 0.3024031597428608]"
190,-190753.640625,-185870.296875,,"[0.6597967624130642, 0.33803006850420625, 0.9061186130427978, 0.34726311262727133]","[0.10683365978815398, 0.6525105467322251, 0.9034101120935073, 0.3148918210107831]"
191,-228012.609375,-221827.375,,"[0.6376110381244786, 0.3525650002807417, 1.0, 0.31838335787445227]","[0.1982050304197162, 0.5921429567952142, 0.8848796825572354, 0.3099398230725312]"
192,-283995.96875,-276255.8125,,"[0.7201766821268306, 0.40283611909551564, 0.8919694831818283, 0.3261146550615927]","[0.08732289426475469, 0.6075622634716515, 0.9027559909949535, 0.3305357809022716]"
193,-312617.4375,-305024.84375,,"[0.6461221119667294, 0.35475906693858633, 0.9316260006761828, 0.3185697997887106]","[0.0649968553064553, 0.6889812613902494, 0.9337147101775221, 0.34576623767504844]"
194,-282129.96875,-283726.59375,,"[0.6450532102939721, 0.36014293690512195, 0.9181565986936489, 0.2393336756603171]","[0.11376931515142512, 0.6010279103020884, 0.8386137003196255, 0.32320685537435073]"
195,-266239.90625,-260084.078125,,"[0.606547635795326, 0.24650130698676545, 0.8956272051743026, 0.30515497818073267]","[0.1174287739840687, 0.5908287526093834, 0.9474544650880461, 0.3187163978675235]"
196,-261121.078125,-254500.328125,,"[0.6428680057758066, 0.29501688661828007, 0.9112054725584626, 0.32314688668743374]","[0.10299773842560894, 0.6279423224036378, 0.9743069527546784, 0.3043001496657118]"
197,-281334.25,-274163.34375,,"[0.5998252716995601, 0.33059633410273126, 0.9399810871689684, 0.2036721110971661]","[0.06913493054964046, 0.6200924983774369, 0.9389686163852557, 0.37672154263972646]"
198,-285449.9375,-278950.0,,"[0.5814081378340911, 0.28174841022214236, 0.9257889051905023, 0.2631015192428594]","[0.05872320621091205, 0.6610944997858001, 0.8924509357224402, 0.23902732920112213]"
199,-300373.25,-287125.96875,,"[0.6230046689314602, 0.305690879328302, 0.9058491029142156, 0.2584272058086504]","[0.15283493500568687, 0.6201758756173248, 0.9564234689808436, 0.26877964201542986]"
200,-298300.3125,-299857.90625,0.7099999999644999,"[0.6165952383735928, 0.29833488306175904, 0.9432896291921911, 0.3558392961648275]","[0.12521750887527114, 0.6035140663316463, 0.8886137863457175, 0.34794125042296664]"
201,-273702.8125,-267064.84375,,"[0.6848633658156702, 0.3295026308986396, 0.9754856775010486, 0.26204955282368136]","[0.14839273795031854, 0.6280752788805274, 0.9780386742577896, 0.30118344348523524]"
202,-242068.703125,-243358.890625,,"[0.6292167047590431, 0.33814699444404794, 0.909425990255388, 0.29234316484843437]","[0.18685889850053428, 0.588485541693817, 0.920133923871989, 0.35902216418740124]"
203,-247274.765625,-241256.328125,,"[0.7208114955993644, 0.3126006722793812, 0.9929387502089702, 0.21724520294326177]","[0.21544819215984262, 0.5928716910338523, 0.9056040920442363, 0.23233763219157624]"
204,-221021.4375,-222166.109375,,"[0.6351696464554017, 0.35073737469795724, 0.9399311917907759, 0.3348167859754015]","[0.05442552677542639, 0.5558105739633802, 0.9520714717000567, 0.3493370645123429]"
205,-138445.546875,-139159.796875,,"[0.6645498073162236, 0.38990471416583394, 0.9293794465016582, 0.39486677335064263]","[0.12756855555230828, 0.5616634885129872, 0.974156831383476, 0.369097704182764]"
206,-152563.828125,-148769.375,,"[0.7586594579335366, 0.3658718285453654, 0.939891104962536, 0.2900132982857049]","[0.09247765049490739, 0.6344920470165335, 0.9287333453417562, 0.3350845967433113]"
207,-194772.96875,-189242.875,,"[0.594104522116853, 0.36660024195454194, 0.8954763090391487, 0.24601356325571863]","[0.15173577323601514, 0.6193764309949202, 0.8903449585848378, 0.3439434054195118]"
208,-240755.546875,-238177.875,,"[0.668437501510541, 0.26776706901139, 0.908035834833165, 0.27744694598215924]","[0.09212299337183112, 0.6021121395196807, 0.9632473377842397, 0.29051582800085024]"
209,-259242.421875,-252544.703125,,"[0.6472875899972774, 0.35664794328558613, 0.9632474940982035, 0.23993766869652736]","[0.01479379985593747, 0.5509510225568249, 0.9434090705395487, 0.3664630059749214]"
210,-268824.5,-262006.859375,,"[0.5675039563410342, 0.29227415911264276, 0.9041348889447108, 0.2960607362770449]","[0.14246053776826773, 0.6269909294361651, 0.8900191684316028, 0.34372148260580154]"
211,-278037.375,-271104.625,,"[0.6341918938921055, 0.2828955641952763, 0.9176349089955368, 0.22440373153495946]","[0.1501505858557451, 0.6057496673114597, 0.9318807352132306, 0.3335684734081491]"
212,-278744.59375,-271902.28125,,"[0.6344494583586215, 0.30030269060485076, 0.951885749487988, 0.31625249445887976]","[0.11307271851831444, 0.5869943446256123, 0.9589353726259411, 0.41334859583051237]"
213,-275666.90625,-268887.125,,"[0.6653974352796863, 0.31697889640914245, 0.995450026217212, 0.2904871510891284]","[0.16695708964314382, 0.6489298400415529, 0.9100418759411238, 0.3231723484348176]"
214,-228585.203125,-229713.359375,,"[0.6798013974583516, 0.3390703078687666, 0.8781252703292445, 0.30908618922044806]","[0.15192591319707635, 0.5739434982788563, 0.942997814158102, 0.27348677887568273]"
215,-192638.25,-193588.859375,,"[0.6450029536723435, 0.3719391367542, 0.9437433488535767, 0.298928389201174]","[0.18961211682172868, 0.6039759170098556, 0.9247791289709327, 0.32994092735996733]"
216,-200305.578125,-195192.125,,"[0.646518292004512, 0.34222697275902353, 0.9353541823073559, 0.30818629927048086]","[0.09860280879518254, 0.6550013373242757, 0.944265828351191, 0.3499593538088656]"
217,-210570.890625,-205376.171875,,"[0.7180049571514521, 0.3526028052550587, 0.9518627479381542, 0.29220798033777423]","[0.1158220660413489, 0.6386090036416747, 0.964368292303075, 0.24846262652854523]"
218,-248208.34375,-241636.078125,,"[0.5688513531295137, 0.29042217507179346, 0.9637107016261808, 0.25600778871394053]","[0.10699903790489582, 0.6409266477446651, 0.9627887303917887, 0.3246294925323518]"
219,-270497.21875,-263810.6875,,"[0.629191940470664, 0.3053127078728059, 0.8251065433622677, 0.2767886567132588]","[0.12703957212973344, 0.6297374480848779, 1.0, 0.3239300845221689]"
220,-291427.125,-283706.03125,,"[0.5803359716609343, 0.36643843106551954, 0.9919030850026699, 0.33406150952798186]","[0.15297302044835248, 0.5515450547305569, 0.945159719305114, 0.34507474302055974]"
221,-310761.375,-302795.96875,,"[0.7113341179707183, 0.3680290202233942, 0.8730448477454775, 0.30483561915887575]","[0.17358002165050454, 0.6358661505559994, 0.968705836158906, 0.27552751073989185]"
222,-308623.0,-300851.125,,"[0.6325801903919762, 0.3759180704953192, 0.8682869770505841, 0.285312726301613]","[0.12399804990591716, 0.6115538676251633, 0.9530126264598399, 0.37985202599764334]"
223,-306979.78125,-299373.21875,,"[0.6464809606766263, 0.31093443294241674, 0.9608226340686662, 0.3161849964192812]","[0.21820200668756506, 0.560575355343061, 0.9440824692891456, 0.2728482098288323]"
224,-301727.4375,-294497.78125,,"[0.6254411244815449, 0.3355864355405991, 0.9100900391385096, 0.21953739499177138]","[0.1448524782300995, 0.5678981863910576, 0.9444266408988584, 0.2963233050498268]"
